0,-0.29902
1,0.00000
2,-0.29892
3,-0.33738
4,-0.08435
5,0.17632
6,0.03836
7,-0.16095
8,-0.45998
9,0.27603
10,0.01526
11,-0.09960
12,-0.06898
13,0.10723
14,-0.24530
15,0.23767
16,-0.03836
17,0.16869
18,-0.21468
19,-0.09197
20,0.01537
21,0.00000
22,0.19169
23,0.14559
24,-0.15333
25,0.03836
26,0.07661
27,0.06898
28,0.09208
29,-0.21468
30,0.09197
31,-0.05362
32,-0.24530
33,0.28355
34,-0.16858
35,0.15333
36,-0.06898
37,0.12260
38,0.07672
39,-0.14570
40,0.52133
41,0.04599
42,0.21457
43,-0.06124
44,-0.55195
45,-0.03073
46,0.58268
47,0.22231
48,-0.36038
49,-0.18395
50,0.22994
51,-0.05362
52,-0.20694
53,0.13796
54,-0.18395
55,0.29892
56,0.10734
57,0.07661
58,0.15333
59,-0.29129
60,0.34501
61,0.04599
62,0.08435
63,-0.15333
64,0.27592
65,-0.03825
66,-0.36801
67,-0.76663
68,0.07672
69,-0.30665
70,-0.09197
71,0.33727
72,0.42162
73,0.25293
74,0.00774
75,-0.36038
76,-0.08424
77,-0.08435
78,-0.06135
79,-0.09197
80,0.40626
81,-0.02299
82,0.47535
83,-0.00774
84,-0.02299
85,0.18406
86,0.08424
87,0.15333
88,-0.45224
89,0.00000
90,0.29892
91,-0.71291
92,0.58268
93,-0.31439
94,-0.23756
95,0.05362
96,0.00000
97,0.00763
98,0.31439
99,0.16858
100,0.09971
101,0.15333
102,-0.11508
103,-0.15322
104,0.01526
105,0.26829
106,-0.19931
107,-0.59020
108,0.16095
109,0.17632
110,0.19931
111,0.15333
112,0.12260
113,-0.17632
114,-0.05362
115,0.04599
116,0.03062
117,-0.08424
118,-0.05372
119,-0.16858
120,0.16095
121,0.12260
122,-0.03062
123,-0.07661
124,-0.04599
125,0.02299
126,-0.07672
127,0.09971
128,0.26829
129,-0.29902
130,0.00000
131,0.04599
132,0.09971
133,0.03836
134,-0.32202
135,-0.13796
136,0.32191
137,-0.68992
138,0.58258
139,0.06135
140,-0.03062
141,-0.04599
142,-0.11497
143,0.00763
144,0.02299
145,-0.11497
146,0.04599
147,-0.08435
148,-0.06898
149,-0.03836
150,-0.10734
151,0.27603
152,0.11497
153,0.08435
154,0.09197
155,0.22231
156,0.29902
157,0.20694
158,0.13033
159,-0.18406
160,-0.29129
161,-0.03062
162,-0.06135
163,-0.03836
164,0.07672
165,-0.10734
166,-0.11497
167,-0.05372
168,-0.03825
169,-0.15333
170,-0.06135
171,0.03836
172,0.01526
173,0.01537
174,-0.05362
175,0.10723
176,0.06909
177,0.01526
178,0.00000
179,0.04599
180,-0.02299
181,0.19931
182,0.22231
183,-0.03825
184,-0.00774
185,-0.07661
186,-0.00763
187,-0.08435
188,-0.06898
189,-0.09971
190,-0.07661
191,0.04599
192,-0.06898
193,-0.09971
194,-0.07661
195,0.00763
196,0.01537
197,-0.06909
198,0.03836
199,0.01537
200,0.13033
201,-0.02299
202,0.06135
203,0.12260
204,-0.07661
205,0.09960
206,0.06898
207,0.06135
208,-0.08435
209,-0.02299
210,-0.05362
211,-0.05372
212,0.00000
213,-0.09960
214,0.00000
215,-0.05372
216,-0.01526
217,0.05362
218,-0.07661
219,-0.06135
220,0.00763
221,-0.09197
222,-0.03062
223,0.06124
224,0.16869
225,-0.01537
226,-0.04599
227,0.04599
228,-0.03825
229,0.06124
230,0.14570
231,0.01537
232,-0.05372
233,-0.07661
234,0.02299
235,-0.07672
236,-0.00763
